0	0
1	1
2	2
3	3
4	75
5	4
6	76
7	5
8	6
9	7
10	79
11	8
12	80
13	9
14	10
15	11
16	12
17	22
18	23
19	24
20	25
21	26
22	39
23	40
24	41
25	42
26	43
27	108
28	109
29	110
30	57
31	50
32	51
33	115
34	52
35	53
36	13
37	14
38	16
39	17
40	18
41	20
42	30
43	31
44	33
45	34
46	35
47	37
48	58
49	119
50	121
51	60
52	122
53	124
54	62
55	127
56	128
57	64
58	131
59	132
60	116
61	137
62	67
63	138
64	117
65	144
66	70
67	147
